Date,AAPL,MSFT,TSM,NVDA,ASML,INTC,ADBE,CRM,CSCO,AVGO,QCOM,ORCL,ACN,TXN,SAP,SHOP,AMD,IBM,NOW,INTU,UBER,AMAT,SQ,MU,LRCX,FIS,INFY,FISV,ADSK,TEAM,VMW,ADI,DELL,WDAY,NXPI,CRWD,KLAC,DOCU,CTSH,TEL,SNPS,ERIC,MCHP,APH,CDNS,MRVL,STM,XLNX,PANW,RNG,OKTA,DDOG,WIT,HPQ,ANSS,MSI,GLW,ZS,SPLK,SWKS,KEYS,NET,FTNT,UMC,PAYC,GRMN,STNE,ANET,TER,COUP,FTV,CAJ,VRSN,FLT,ZBRA,QRVO,GIB,EPAM,CDW,CHKP,AKAM,TRMB,PAGS,MPWR,HUBS,LOGI,BR,TYL,ZEN,SSNC,NICE,UI,CTXS,LDOS,HPE
2019-12-31,72.55209350585938,155.3296356201172,55.70118713378906,58.694374084472656,292.4461364746094,57.690269470214844,329.80999755859375,162.63999938964844,45.349979400634766,297.54241943359375,85.18463897705078,51.273956298828125,204.71275329589844,122.50858306884766,129.8565216064453,397.5799865722656,45.86000061035156,115.46129608154297,282.32000732421875,258.86322021484375,29.739999771118164,60.00849914550781,62.560001373291016,53.779998779296875,286.3827819824219,136.0697021484375,9.88045883178711,115.62999725341797,183.4600067138672,120.33999633789062,124.50861358642578,115.45420837402344,26.046628952026367,164.4499969482422,124.87152099609375,49.869998931884766,174.00152587890625,74.11000061035156,60.79098129272461,92.59857177734375,139.1999969482422,8.548868179321289,50.38339614868164,52.84901428222656,69.36000061035156,26.314599990844727,26.547086715698242,96.29391479492188,231.25,168.6699981689453,115.37000274658203,37.779998779296875,3.728198528289795,19.302690505981445,257.4100036621094,156.32032775878906,27.551437377929688,46.5,149.77000427246094,118.42807006835938,102.62999725341797,17.059999465942383,106.76000213623047,2.4715163707733154,264.760009765625,94.18272399902344,39.88999938964844,50.849998474121094,67.73705291748047,146.25,63.39695739746094,26.37287139892578,192.67999267578125,287.7200012207031,255.44000244140625,116.2300033569336,83.70999908447266,212.16000366210938,140.32904052734375,110.95999908447266,86.37999725341797,41.689998626708984,34.15999984741211,175.9110107421875,158.5,46.575103759765625,119.52458953857422,300.0199890136719,76.62999725341797,60.597965240478516,155.14999389648438,186.35549926757812,109.05186462402344,95.09362030029297,14.705724716186523
2020-01-02,74.20746612548828,158.2057647705078,57.56108856201172,59.844322204589844,299.2547912597656,58.64454650878906,334.42999267578125,166.99000549316406,46.12153244018555,303.5400085449219,85.62876892089844,52.21272277832031,204.3043975830078,123.73091125488281,132.58950805664062,407.80999755859375,49.099998474121094,116.6500473022461,291.239990234375,263.0436706542969,30.989999771118164,61.148902893066406,63.83000183105469,55.38999938964844,291.75982666015625,136.8621368408203,9.851736068725586,115.5199966430664,187.8300018310547,122.87999725341797,127.66665649414062,116.99891662597656,26.502788543701172,167.4600067138672,126.12749481201172,49.439998626708984,178.29859924316406,75.9000015258789,60.69295883178711,93.24591827392578,142.8699951171875,8.77281379699707,51.769039154052734,53.337318420410156,71.44000244140625,27.12702178955078,27.513872146606445,100.11534881591797,235.41000366210938,173.19000244140625,117.30999755859375,36.70000076293945,3.738140344619751,19.52812385559082,259.5899963378906,156.79568481445312,28.384315490722656,47.33000183105469,151.97999572753906,119.20205688476562,104.19000244140625,17.030000686645508,109.68000030517578,2.49918270111084,271.79998779296875,94.93572235107422,42.790000915527344,51.18000030517578,69.2171630859375,153.57000732421875,64.3596420288086,26.575368881225586,196.72999572753906,287.739990234375,259.1400146484375,115.95999908447266,84.2300033569336,216.30999755859375,141.35076904296875,112.26000213623047,87.63999938964844,41.939998626708984,35.22999954223633,177.87742614746094,162.57000732421875,47.078773498535156,119.75679016113281,306.239990234375,79.98999786376953,60.83483123779297,158.6199951171875,187.48956298828125,109.80903625488281,95.80276489257812,14.993163108825684
2020-01-03,73.48602294921875,156.23582458496094,55.662841796875,58.886451721191406,294.43243408203125,57.93124771118164,331.80999755859375,166.1699981689453,45.3690299987793,295.8194274902344,84.01639556884766,52.02883529663086,203.96414184570312,122.08841705322266,129.84681701660156,404.2900085449219,48.599998474121094,115.71973419189453,291.1000061035156,261.2845458984375,31.3700008392334,60.17562484741211,63.0,54.529998779296875,288.6256408691406,136.00123596191406,9.870885848999023,116.37000274658203,184.9499969482422,123.04000091552734,126.33782196044922,114.93931579589844,25.631019592285156,168.44000244140625,124.91077423095703,50.75,174.8902587890625,75.55999755859375,60.14406204223633,92.14448547363281,141.75999450683594,8.617026329040527,50.63358688354492,52.78064727783203,70.41999816894531,26.423582077026367,26.961421966552734,97.81067657470703,236.8300018310547,170.5,118.29000091552734,37.41999816894531,3.7679660320281982,19.283906936645508,256.9700012207031,159.46340942382812,28.01519775390625,47.380001068115234,152.05999755859375,116.24330139160156,101.87999725341797,17.170000076293945,111.20999908447266,2.4530723094940186,272.7099914550781,94.3275375366211,42.209999084472656,50.212501525878906,67.77677917480469,159.5800018310547,64.09408569335938,26.585012435913086,200.8800048828125,290.80999755859375,256.04998779296875,112.33999633789062,83.80999755859375,217.39999389648438,139.65115356445312,112.29000091552734,87.23999786376953,41.5099983215332,35.22999954223633,174.65606689453125,164.0,46.624481201171875,119.8535385131836,306.6700134277344,78.3499984741211,60.34135818481445,158.0,186.16815185546875,109.95653533935547,96.6382064819336,14.622276306152344
2020-01-06,74.07157897949219,156.6396942138672,55.02050018310547,59.133399963378906,292.09039306640625,57.76738357543945,333.7099914550781,173.4499969482422,45.53096008300781,295.3769226074219,83.52400207519531,52.29983139038086,202.6322479248047,121.238525390625,130.06002807617188,413.3299865722656,48.38999938964844,115.51299285888672,292.8699951171875,263.2907409667969,31.579999923706055,58.877933502197266,62.56999969482422,53.56999969482422,283.23883056640625,137.30238342285156,9.77514362335205,116.93000030517578,187.1199951171875,127.69000244140625,126.3706283569336,113.58892059326172,25.889507293701172,169.49000549316406,124.02766418457031,55.11000061035156,170.9545135498047,75.38999938964844,59.546146392822266,91.50679779052734,141.97999572753906,8.675445556640625,49.90708541870117,52.5072021484375,70.8499984741211,25.442729949951172,26.43857192993164,95.77192687988281,240.25999450683594,177.0500030517578,123.43000030517578,39.900001525878906,3.8276171684265137,19.359046936035156,254.58999633789062,161.92745971679688,28.09091567993164,48.70000076293945,154.4600067138672,114.19569396972656,100.13999938964844,17.690000534057617,112.0,2.425405979156494,278.0899963378906,94.3082275390625,41.02000045776367,50.71500015258789,66.30661010742188,164.75999450683594,63.762123107910156,26.85500717163086,202.74000549316406,289.19000244140625,258.010009765625,111.63999938964844,84.33999633789062,214.1999969482422,138.59994506835938,112.80000305175781,87.55000305175781,41.310001373291016,35.380001068115234,172.86749267578125,167.0,46.594852447509766,120.9371337890625,310.2099914550781,80.93000030517578,60.90391159057617,159.69000244140625,185.9019012451172,111.12670135498047,97.4930648803711,14.575915336608887
2020-01-07,73.72321319580078,155.21145629882812,55.912105560302734,59.849308013916016,295.2624816894531,56.803470611572266,333.3900146484375,176.0,45.23567581176758,294.3600769042969,85.89910125732422,52.415958404541016,198.25741577148438,123.57811737060547,129.4979248046875,414.5,48.25,115.59050750732422,292.9100036621094,263.35003662109375,32.810001373291016,60.578697204589844,64.58999633789062,58.27000045776367,290.14373779296875,135.18927001953125,9.669829368591309,116.4800033569336,187.5,128.14999389648438,123.31922912597656,116.17313385009766,25.24074935913086,172.9499969482422,125.63688659667969,54.75,172.31201171875,75.23999786376953,59.12466049194336,93.40049743652344,142.9600067138672,8.587815284729004,53.255714416503906,52.79041290283203,71.06999969482422,26.007463455200195,26.862773895263672,97.95840454101562,241.63999938964844,176.72999572753906,122.88999938964844,40.060001373291016,3.8276171684265137,19.406015396118164,256.6700134277344,160.76333618164062,28.299137115478516,48.400001525878906,153.41000366210938,115.2831802368164,100.77999877929688,17.670000076293945,111.88999938964844,2.4346282482147217,279.489990234375,94.16341400146484,40.70000076293945,51.212501525878906,67.766845703125,165.75999450683594,63.9695930480957,26.980363845825195,203.2100067138672,291.75,256.4700012207031,111.2300033569336,84.38999938964844,215.61000061035156,138.44276428222656,112.02999877929688,90.19999694824219,41.150001525878906,34.849998474121094,174.4781951904297,168.5,46.723243713378906,120.51142883300781,311.2699890136719,78.68000030517578,60.91378402709961,159.64999389648438,183.0323028564453,110.53670501708984,97.13362884521484,14.50173568725586
2020-01-08,74.90914916992188,157.68373107910156,56.324344635009766,59.9615592956543,298.3258972167969,56.84202194213867,337.8699951171875,177.3300018310547,45.26425552368164,290.68804931640625,85.6480712890625,52.6201057434082,198.6463165283203,123.91234588623047,130.9128875732422,418.1000061035156,47.83000183105469,116.55528259277344,295.6499938964844,269.68499755859375,33.93000030517578,60.53937911987305,67.5999984741211,57.52000045776367,293.7969970703125,137.1751708984375,9.66025447845459,116.80000305175781,189.9499969482422,130.05999755859375,124.31175994873047,117.22236633300781,25.342119216918945,178.7100067138672,125.95088195800781,55.65999984741211,172.53662109375,76.2699966430664,59.52653884887695,94.36668395996094,145.86000061035156,8.665708541870117,52.58214569091797,52.917381286621094,72.27999877929688,25.809309005737305,26.991018295288086,97.6826400756836,238.57000732421875,180.88999938964844,125.55000305175781,39.95000076293945,3.8375589847564697,19.65962791442871,257.7300109863281,160.92823791503906,28.431640625,50.75,155.75999450683594,117.11524963378906,101.06999969482422,17.780000686645508,113.66999816894531,2.406961679458618,283.1199951171875,93.64212036132812,41.869998931884766,51.744998931884766,67.84632873535156,167.4600067138672,63.91150665283203,27.09607696533203,204.14999389648438,297.0199890136719,247.63999938964844,112.91999816894531,85.1500015258789,221.3800048828125,138.2364959716797,111.4800033569336,91.4000015258789,41.31999969482422,34.540000915527344,174.2509002685547,173.0,47.029396057128906,121.28543090820312,310.989990234375,79.80000305175781,61.24934387207031,163.58999633789062,183.46617126464844,111.86419677734375,97.01705932617188,14.613003730773926
2020-01-09,76.50027465820312,159.6536407470703,56.78453063964844,60.620094299316406,297.8219299316406,57.16011428833008,340.45001220703125,179.60000610351562,45.07374572753906,288.3531188964844,86.80664825439453,52.86313247680664,200.41566467285156,125.41159057617188,132.89964294433594,430.20001220703125,48.970001220703125,117.78707885742188,299.30999755859375,272.21002197265625,33.970001220703125,60.922786712646484,67.93000030517578,57.310001373291016,291.7989501953125,139.81655883789062,10.03364372253418,117.80000305175781,191.94000244140625,135.41000366210938,124.5168228149414,117.22236633300781,25.149517059326172,179.47999572753906,126.75547790527344,55.939998626708984,171.3842315673828,75.80000305175781,59.899009704589844,94.46331024169922,148.6699981689453,8.63649845123291,53.07769775390625,53.10293197631836,73.36000061035156,25.858850479125977,27.553335189819336,99.97747039794922,240.07000732421875,184.3699951171875,128.52000427246094,40.209999084472656,3.8276171684265137,19.9508113861084,261.42999267578125,163.64451599121094,28.602005004882812,54.0,154.52000427246094,117.2230224609375,101.61000061035156,17.020000457763672,114.4800033569336,2.4161839485168457,285.2900085449219,94.02828216552734,41.880001068115234,51.70000076293945,67.80658721923828,171.4600067138672,64.71651458740234,27.125003814697266,208.8800048828125,298.510009765625,246.5,111.95999908447266,86.18000030517578,223.2899932861328,139.47433471679688,111.70999908447266,93.19000244140625,42.349998474121094,35.939998626708984,176.6027069091797,177.27999877929688,47.36518096923828,123.93639373779297,311.3900146484375,81.16000366210938,62.31523895263672,162.9600067138672,183.84091186523438,112.14936828613281,98.1924819946289,14.529553413391113
2020-01-10,76.67322540283203,158.91493225097656,56.4298095703125,60.944374084472656,292.6833190917969,56.813106536865234,339.80999755859375,180.1999969482422,44.89276885986328,281.7247314453125,87.14456939697266,52.931175231933594,201.8836669921875,124.14154815673828,132.7542724609375,429.1700134277344,48.16999816894531,117.74400329589844,298.8800048828125,272.5566101074219,34.0099983215332,60.431236267089844,67.98999786376953,56.66999816894531,288.28289794921875,138.8578338623047,10.196404457092285,117.12999725341797,192.36000061035156,133.89999389648438,122.93370056152344,115.1919174194336,25.093765258789062,180.11000061035156,127.20687103271484,57.20000076293945,168.96226501464844,74.83000183105469,59.43832778930664,94.75315856933594,148.4600067138672,8.402817726135254,53.32307052612305,52.8929557800293,73.02999877929688,26.25515365600586,27.01074981689453,97.96826934814453,237.8699951171875,183.47999572753906,129.38999938964844,40.15999984741211,3.847500801086426,20.082313537597656,260.79998779296875,162.2960662841797,28.497892379760742,55.0,155.77999877929688,117.6443099975586,100.36000061035156,17.479999542236328,114.31999969482422,2.4346282482147217,285.5799865722656,93.15943145751953,42.7599983215332,51.8650016784668,67.47877502441406,169.60000610351562,64.73310852050781,26.903221130371094,209.1199951171875,292.3999938964844,246.27000427246094,113.41999816894531,85.62999725341797,223.0800018310547,139.8574676513672,112.62000274658203,93.52999877929688,42.099998474121094,36.0,174.77464294433594,175.77000427246094,46.92076110839844,123.44294738769531,310.2300109863281,81.80000305175781,61.37764358520508,162.16000366210938,181.66162109375,111.84454345703125,98.13420104980469,14.344108581542969
2020-01-13,78.31129455566406,160.82577514648438,57.580265045166016,62.85511779785156,297.89111328125,57.43964767456055,345.6300048828125,183.85000610351562,45.69289016723633,283.57012939453125,87.8300552368164,53.05754852294922,203.75997924804688,124.09378051757812,134.06263732910156,440.25,48.75,117.66648864746094,303.8500061035156,273.33892822265625,34.13999938964844,60.76549530029297,68.66000366210938,57.45000076293945,291.1721496582031,139.6306915283203,10.416606903076172,118.52999877929688,192.4499969482422,136.07000732421875,124.68087768554688,115.66793823242188,25.25595474243164,181.9199981689453,129.5029296875,58.970001220703125,171.0033721923828,74.1500015258789,59.948020935058594,94.60822296142578,149.92999267578125,8.675445556640625,53.50590133666992,53.27872085571289,73.38999938964844,27.265731811523438,27.494142532348633,97.45610046386719,240.9199981689453,186.69000244140625,131.16000366210938,40.939998626708984,3.897210121154785,20.157455444335938,264.04998779296875,165.75929260253906,28.77236557006836,59.619998931884766,156.4600067138672,121.98444366455078,101.80000305175781,18.360000610351562,116.69000244140625,2.443850040435791,295.42999267578125,94.2116928100586,41.68000030517578,52.787498474121094,68.80987548828125,173.63999938964844,65.39704132080078,27.047863006591797,211.75,299.3999938964844,248.5800018310547,115.73999786376953,86.31999969482422,228.55999755859375,140.83006286621094,113.44000244140625,94.68000030517578,42.77000045776367,36.209999084472656,177.1857452392578,179.4199981689453,47.39480972290039,124.31371307373047,309.6199951171875,83.79000091552734,61.79215621948242,164.3000030517578,185.24122619628906,113.22120666503906,98.26049041748047,14.41828727722168
2020-01-14,77.25383758544922,159.69305419921875,57.829524993896484,61.6827278137207,298.97808837890625,57.285423278808594,344.6300048828125,182.1199951171875,45.52144241333008,290.16082763671875,87.43421173095703,53.34918212890625,201.95172119140625,124.7813491821289,133.0159454345703,441.2200012207031,48.209999084472656,116.99458312988281,301.5,270.01177978515625,34.84000015258789,61.29636001586914,68.16999816894531,57.52000045776367,294.5707702636719,139.35675048828125,10.397459983825684,117.55000305175781,191.11000061035156,134.22000122070312,124.75469970703125,116.12456512451172,25.778003692626953,179.97999572753906,130.21925354003906,59.2400016784668,173.32766723632812,72.80000305175781,60.15385437011719,96.92706298828125,148.19000244140625,8.558605194091797,52.981475830078125,53.469154357910156,72.61000061035156,27.255823135375977,27.56319808959961,98.10614013671875,240.0,185.7899932861328,129.02999877929688,39.27000045776367,3.9071521759033203,20.101097106933594,262.8699951171875,163.30496215820312,28.497892379760742,59.540000915527344,157.0399932861328,120.83817291259766,101.38999938964844,18.700000762939453,116.72000122070312,2.4715163707733154,286.510009765625,93.92207336425781,41.310001373291016,53.26250076293945,69.80323028564453,171.10000610351562,65.0152816772461,26.951435089111328,209.3699951171875,296.17999267578125,248.07000732421875,115.91000366210938,85.97000122070312,227.1699981689453,141.42933654785156,113.68000030517578,93.93000030517578,42.720001220703125,36.650001525878906,176.8102264404297,179.5399932861328,46.66398620605469,123.93639373779297,308.57000732421875,83.2300033569336,61.24934387207031,162.97999572753906,182.49981689453125,113.04419708251953,97.91077423095703,14.409013748168945
